,two-yes,two-no,ya-ns,ys-na,Total,fileId,iId
238_25,0,1,0,0,1,238,25
238_26,0,1,0,0,1,238,26
238_27,0,0,1,0,1,238,27
238_28,1,0,0,0,1,238,28
238_29,1,0,0,0,1,238,29
239_0,0,1,1,0,2,239,0
239_1,2,0,0,0,2,239,1
239_2,0,0,2,0,2,239,2
239_3,0,0,2,0,2,239,3
239_4,1,0,1,0,2,239,4
239_5,2,0,0,0,2,239,5
239_6,2,0,0,0,2,239,6
239_7,2,0,0,0,2,239,7
239_8,1,0,1,0,2,239,8
239_9,1,0,0,1,2,239,9
239_10,2,0,0,0,2,239,10
239_11,2,0,0,0,2,239,11
239_12,2,0,0,0,2,239,12
239_13,1,0,1,0,2,239,13
239_14,2,0,0,0,2,239,14
239_15,2,0,0,0,2,239,15
239_16,2,0,0,0,2,239,16
239_17,2,0,0,0,2,239,17
239_18,2,0,0,0,2,239,18
239_19,2,0,0,0,2,239,19
240_0,0,2,0,0,2,240,0
240_1,0,0,2,0,2,240,1
240_2,0,0,2,0,2,240,2
240_3,0,0,2,0,2,240,3
241_0,2,0,0,0,2,241,0
241_1,2,0,0,0,2,241,1
241_2,1,0,1,0,2,241,2
241_3,2,0,0,0,2,241,3
241_4,2,0,0,0,2,241,4
241_5,2,0,0,0,2,241,5
241_6,2,0,0,0,2,241,6
241_7,0,0,2,0,2,241,7
241_8,1,0,1,0,2,241,8
241_9,1,0,1,0,2,241,9
241_10,0,0,1,1,2,241,10
241_11,1,0,1,0,2,241,11
241_12,1,0,1,0,2,241,12
241_13,1,0,1,0,2,241,13
241_14,1,0,1,0,2,241,14
241_15,1,0,1,0,2,241,15
241_16,1,0,1,0,2,241,16
242_0,2,0,0,0,2,242,0
242_1,2,0,0,0,2,242,1
242_2,2,0,0,0,2,242,2
242_3,1,0,0,1,2,242,3
242_4,0,0,0,2,2,242,4
242_5,2,0,0,0,2,242,5
242_6,2,0,0,0,2,242,6
242_7,2,0,0,0,2,242,7
242_8,2,0,0,0,2,242,8
242_9,0,1,1,0,2,242,9
242_10,2,0,0,0,2,242,10
242_11,1,0,0,1,2,242,11
242_12,1,0,0,1,2,242,12
242_13,1,0,0,1,2,242,13
242_14,2,0,0,0,2,242,14
242_15,1,0,1,0,2,242,15
242_16,0,1,1,0,2,242,16
242_17,2,0,0,0,2,242,17
242_18,2,0,0,0,2,242,18
242_19,1,0,1,0,2,242,19
242_20,0,0,1,1,2,242,20
242_21,1,0,0,1,2,242,21
242_22,1,0,0,1,2,242,22
243_0,1,0,0,1,2,243,0
243_1,1,0,0,1,2,243,1
243_2,1,0,0,1,2,243,2
243_3,0,0,2,0,2,243,3
243_4,0,1,1,0,2,243,4
243_5,1,0,1,0,2,243,5
243_6,1,0,0,1,2,243,6
243_7,1,0,0,1,2,243,7
243_8,1,0,1,0,2,243,8
243_9,1,0,0,1,2,243,9
243_10,2,0,0,0,2,243,10
243_11,0,0,2,0,2,243,11
243_12,2,0,0,0,2,243,12
243_13,2,0,0,0,2,243,13
243_14,2,0,0,0,2,243,14
243_15,2,0,0,0,2,243,15
243_16,2,0,0,0,2,243,16
243_17,2,0,0,0,2,243,17
243_18,2,0,0,0,2,243,18
244_0,2,0,0,0,2,244,0
244_1,2,0,0,0,2,244,1
244_2,2,0,0,0,2,244,2
244_3,1,0,0,1,2,244,3
244_4,2,0,0,0,2,244,4
244_5,2,0,0,0,2,244,5
244_6,2,0,0,0,2,244,6
244_7,1,0,0,1,2,244,7
244_8,1,0,1,0,2,244,8
244_9,0,2,0,0,2,244,9
244_10,2,0,0,0,2,244,10
244_11,0,1,0,1,2,244,11
244_12,1,0,1,0,2,244,12
244_13,0,1,0,1,2,244,13
244_14,1,1,0,0,2,244,14
244_15,1,0,1,0,2,244,15
244_16,1,1,0,0,2,244,16
245_0,2,0,0,0,2,245,0
245_1,2,0,0,0,2,245,1
245_2,2,0,0,0,2,245,2
245_3,2,0,0,0,2,245,3
245_4,2,0,0,0,2,245,4
245_5,0,0,2,0,2,245,5
245_6,2,0,0,0,2,245,6
245_7,0,1,1,0,2,245,7
245_8,0,0,2,0,2,245,8
245_9,0,1,1,0,2,245,9
245_10,1,1,0,0,2,245,10
245_11,2,0,0,0,2,245,11
245_12,2,0,0,0,2,245,12
245_13,1,0,1,0,2,245,13
245_14,2,0,0,0,2,245,14
245_15,2,0,0,0,2,245,15
245_16,2,0,0,0,2,245,16
245_17,2,0,0,0,2,245,17
245_18,2,0,0,0,2,245,18
245_19,2,0,0,0,2,245,19
246_0,1,0,1,0,2,246,0
246_1,1,0,1,0,2,246,1
246_2,1,0,1,0,2,246,2
246_3,2,0,0,0,2,246,3
246_4,1,0,1,0,2,246,4
246_5,1,0,1,0,2,246,5
246_6,1,0,1,0,2,246,6
246_7,1,0,1,0,2,246,7
246_8,1,0,1,0,2,246,8
246_9,1,0,1,0,2,246,9
246_10,2,0,0,0,2,246,10
246_11,2,0,0,0,2,246,11
246_12,2,0,0,0,2,246,12
246_13,2,0,0,0,2,246,13
246_14,2,0,0,0,2,246,14
246_15,2,0,0,0,2,246,15
246_16,2,0,0,0,2,246,16
246_17,2,0,0,0,2,246,17
246_18,2,0,0,0,2,246,18
246_19,2,0,0,0,2,246,19
247_0,2,0,0,0,2,247,0
247_1,2,0,0,0,2,247,1
247_2,1,0,1,0,2,247,2
247_3,2,0,0,0,2,247,3
247_4,2,0,0,0,2,247,4
247_5,2,0,0,0,2,247,5
247_6,2,0,0,0,2,247,6
247_7,2,0,0,0,2,247,7
247_8,2,0,0,0,2,247,8
247_9,2,0,0,0,2,247,9
247_10,1,0,1,0,2,247,10
247_11,0,0,1,1,2,247,11
247_12,1,0,1,0,2,247,12
247_13,2,0,0,0,2,247,13
247_14,1,1,0,0,2,247,14
247_15,1,1,0,0,2,247,15
247_17,1,0,1,0,2,247,17
247_18,1,0,1,0,2,247,18
247_19,1,0,0,1,2,247,19
247_20,2,0,0,0,2,247,20
247_21,2,0,0,0,2,247,21
247_22,2,0,0,0,2,247,22
247_23,2,0,0,0,2,247,23
247_24,2,0,0,0,2,247,24
247_25,2,0,0,0,2,247,25
247_26,2,0,0,0,2,247,26
247_27,1,0,0,1,2,247,27
247_28,2,0,0,0,2,247,28
247_29,1,0,1,0,2,247,29
247_30,2,0,0,0,2,247,30
247_31,2,0,0,0,2,247,31
247_32,2,0,0,0,2,247,32
248_0,1,1,0,0,2,248,0
248_1,2,0,0,0,2,248,1
248_2,2,0,0,0,2,248,2
248_3,2,0,0,0,2,248,3
248_4,2,0,0,0,2,248,4
248_5,2,0,0,0,2,248,5
248_6,2,0,0,0,2,248,6
248_7,2,0,0,0,2,248,7
248_8,2,0,0,0,2,248,8
248_9,2,0,0,0,2,248,9
248_10,1,0,1,0,2,248,10
248_11,1,0,1,0,2,248,11
248_12,1,0,0,1,2,248,12
248_13,1,1,0,0,2,248,13
248_14,2,0,0,0,2,248,14
248_15,1,0,0,1,2,248,15
248_16,0,1,0,1,2,248,16
248_17,0,0,1,1,2,248,17
248_18,1,1,0,0,2,248,18
248_19,1,1,0,0,2,248,19
248_20,1,0,0,1,2,248,20
248_21,0,1,0,1,2,248,21
248_22,0,0,1,1,2,248,22
248_23,1,0,1,0,2,248,23
248_24,1,0,1,0,2,248,24
248_25,1,1,0,0,2,248,25
249_0,2,0,0,0,2,249,0
249_1,0,0,2,0,2,249,1
249_3,2,0,0,0,2,249,3
249_4,1,0,0,1,2,249,4
249_5,2,0,0,0,2,249,5
249_6,2,0,0,0,2,249,6
249_7,1,0,1,0,2,249,7
249_8,0,0,2,0,2,249,8
249_9,1,0,1,0,2,249,9
249_10,2,0,0,0,2,249,10
249_11,2,0,0,0,2,249,11
249_12,0,1,0,1,2,249,12
249_13,0,0,2,0,2,249,13
249_14,1,1,0,0,2,249,14
249_15,2,0,0,0,2,249,15
249_16,1,1,0,0,2,249,16
249_17,0,0,2,0,2,249,17
249_18,0,1,1,0,2,249,18
249_19,0,1,1,0,2,249,19
249_20,1,1,0,0,2,249,20
249_21,1,1,0,0,2,249,21
249_22,1,1,0,0,2,249,22
249_23,2,0,0,0,2,249,23
249_24,1,1,0,0,2,249,24
249_25,2,0,0,0,2,249,25
249_26,2,0,0,0,2,249,26
249_27,1,0,1,0,2,249,27
249_28,2,0,0,0,2,249,28
249_29,2,0,0,0,2,249,29
250_0,1,0,0,1,2,250,0
250_1,2,0,0,0,2,250,1
250_2,1,0,0,1,2,250,2
250_3,1,0,0,1,2,250,3
250_4,1,0,0,1,2,250,4
250_5,2,0,0,0,2,250,5
250_6,2,0,0,0,2,250,6
250_7,2,0,0,0,2,250,7
250_8,0,1,1,0,2,250,8
250_10,1,0,1,0,2,250,10
250_11,2,0,0,0,2,250,11
250_12,2,0,0,0,2,250,12
250_13,2,0,0,0,2,250,13
250_14,1,0,1,0,2,250,14
250_15,2,0,0,0,2,250,15
250_16,2,0,0,0,2,250,16
250_17,1,0,1,0,2,250,17
250_18,2,0,0,0,2,250,18
250_19,2,0,0,0,2,250,19
251_0,1,0,0,0,1,251,0
251_1,0,0,0,1,1,251,1
251_2,1,0,0,0,1,251,2
251_3,1,0,0,0,1,251,3
251_5,0,0,1,0,1,251,5
251_6,0,0,1,0,1,251,6
251_7,1,0,0,0,1,251,7
251_8,1,0,0,0,1,251,8
251_9,1,0,0,0,1,251,9
251_10,1,0,0,0,1,251,10
251_11,1,0,0,0,1,251,11
251_12,0,0,1,0,1,251,12
251_13,1,0,0,0,1,251,13
251_15,1,0,0,0,1,251,15
251_16,1,0,0,0,1,251,16
251_17,1,0,0,0,1,251,17
251_18,1,0,0,0,1,251,18
251_19,1,0,0,0,1,251,19
252_0,2,0,0,0,2,252,0
252_1,2,0,0,0,2,252,1
252_2,2,0,0,0,2,252,2
252_3,1,0,0,1,2,252,3
252_4,2,0,0,0,2,252,4
252_5,2,0,0,0,2,252,5
252_6,2,0,0,0,2,252,6
252_7,2,0,0,0,2,252,7
252_8,2,0,0,0,2,252,8
252_9,1,0,0,1,2,252,9
253_0,1,0,1,0,2,253,0
253_1,2,0,0,0,2,253,1
253_2,0,2,0,0,2,253,2
253_3,2,0,0,0,2,253,3
253_4,0,2,0,0,2,253,4
253_5,2,0,0,0,2,253,5
253_6,2,0,0,0,2,253,6
253_7,2,0,0,0,2,253,7
253_8,0,2,0,0,2,253,8
253_9,1,0,1,0,2,253,9
253_10,2,0,0,0,2,253,10
253_11,0,0,0,2,2,253,11
253_13,2,0,0,0,2,253,13
253_14,2,0,0,0,2,253,14
253_15,2,0,0,0,2,253,15
253_16,2,0,0,0,2,253,16
253_17,2,0,0,0,2,253,17
253_19,1,1,0,0,2,253,19
254_0,2,0,0,0,2,254,0
254_1,0,0,0,2,2,254,1
254_2,2,0,0,0,2,254,2
254_3,2,0,0,0,2,254,3
254_4,0,0,0,2,2,254,4
254_5,1,0,1,0,2,254,5
254_6,2,0,0,0,2,254,6
254_7,2,0,0,0,2,254,7
254_8,2,0,0,0,2,254,8
254_9,2,0,0,0,2,254,9
254_10,1,0,1,0,2,254,10
254_11,1,0,1,0,2,254,11
254_12,1,0,1,0,2,254,12
254_13,2,0,0,0,2,254,13
254_14,2,0,0,0,2,254,14
254_15,1,0,0,1,2,254,15
254_16,2,0,0,0,2,254,16
254_17,0,0,2,0,2,254,17
254_18,0,1,0,1,2,254,18
254_19,2,0,0,0,2,254,19
254_20,2,0,0,0,2,254,20
254_21,1,0,0,1,2,254,21
254_22,1,0,0,1,2,254,22
254_23,1,0,0,1,2,254,23
254_24,0,0,0,2,2,254,24
255_0,1,0,1,0,2,255,0
255_1,1,0,1,0,2,255,1
255_2,1,0,1,0,2,255,2
255_3,1,0,1,0,2,255,3
255_4,2,0,0,0,2,255,4
255_5,2,0,0,0,2,255,5
255_6,0,1,1,0,2,255,6
255_7,1,1,0,0,2,255,7
255_8,2,0,0,0,2,255,8
255_9,1,0,0,1,2,255,9
255_10,2,0,0,0,2,255,10
255_11,2,0,0,0,2,255,11
255_12,2,0,0,0,2,255,12
255_13,2,0,0,0,2,255,13
255_14,1,0,1,0,2,255,14
255_15,2,0,0,0,2,255,15
255_16,2,0,0,0,2,255,16
256_0,2,0,0,0,2,256,0
256_1,1,0,0,1,2,256,1
256_2,2,0,0,0,2,256,2
256_3,1,1,0,0,2,256,3
256_4,2,0,0,0,2,256,4
256_5,2,0,0,0,2,256,5
256_6,0,0,1,1,2,256,6
256_7,1,0,0,1,2,256,7
256_8,1,0,0,1,2,256,8
256_9,1,1,0,0,2,256,9
256_10,1,0,0,1,2,256,10
256_11,1,0,0,1,2,256,11
256_12,1,0,0,1,2,256,12
256_13,0,1,1,0,2,256,13
256_14,1,0,0,1,2,256,14
256_15,1,0,0,1,2,256,15
256_16,1,0,0,1,2,256,16
256_17,1,0,0,1,2,256,17
256_18,1,0,0,1,2,256,18
256_19,1,0,0,1,2,256,19
257_0,2,0,0,0,2,257,0
257_1,2,0,0,0,2,257,1
257_2,2,0,0,0,2,257,2
257_3,2,0,0,0,2,257,3
257_4,2,0,0,0,2,257,4
257_5,2,0,0,0,2,257,5
257_6,0,0,0,2,2,257,6
257_7,0,1,1,0,2,257,7
257_8,2,0,0,0,2,257,8
257_9,2,0,0,0,2,257,9
257_10,2,0,0,0,2,257,10
257_11,1,0,1,0,2,257,11
257_12,0,1,0,1,2,257,12
257_13,2,0,0,0,2,257,13
257_14,1,0,0,1,2,257,14
257_15,1,1,0,0,2,257,15
257_16,1,0,1,0,2,257,16
257_17,0,0,1,1,2,257,17
257_18,0,1,1,0,2,257,18
257_19,1,1,0,0,2,257,19
257_20,2,0,0,0,2,257,20
257_21,2,0,0,0,2,257,21
257_22,2,0,0,0,2,257,22
257_23,0,0,2,0,2,257,23
257_24,1,0,1,0,2,257,24
257_25,2,0,0,0,2,257,25
257_26,1,0,0,1,2,257,26
257_27,2,0,0,0,2,257,27
257_28,2,0,0,0,2,257,28
257_29,2,0,0,0,2,257,29
258_0,2,0,0,0,2,258,0
258_1,1,0,1,0,2,258,1
258_2,0,0,2,0,2,258,2
258_3,2,0,0,0,2,258,3
258_4,2,0,0,0,2,258,4
258_5,2,0,0,0,2,258,5
258_6,2,0,0,0,2,258,6
258_7,2,0,0,0,2,258,7
258_8,2,0,0,0,2,258,8
258_9,2,0,0,0,2,258,9
258_10,1,0,1,0,2,258,10
258_11,2,0,0,0,2,258,11
258_12,2,0,0,0,2,258,12
258_13,2,0,0,0,2,258,13
258_14,2,0,0,0,2,258,14
258_15,2,0,0,0,2,258,15
258_16,2,0,0,0,2,258,16
258_17,2,0,0,0,2,258,17
258_18,2,0,0,0,2,258,18
258_19,1,0,0,1,2,258,19
259_0,0,0,1,1,2,259,0
259_1,2,0,0,0,2,259,1
259_2,2,0,0,0,2,259,2
259_3,2,0,0,0,2,259,3
259_4,2,0,0,0,2,259,4
259_5,2,0,0,0,2,259,5
259_6,0,0,0,2,2,259,6
259_7,0,0,2,0,2,259,7
259_8,0,1,0,1,2,259,8
259_9,0,0,0,2,2,259,9
259_10,2,0,0,0,2,259,10
259_11,2,0,0,0,2,259,11
259_12,2,0,0,0,2,259,12
259_13,1,1,0,0,2,259,13
259_14,1,0,0,1,2,259,14
259_15,2,0,0,0,2,259,15
259_16,2,0,0,0,2,259,16
259_17,2,0,0,0,2,259,17
259_18,2,0,0,0,2,259,18
259_19,0,2,0,0,2,259,19
260_0,2,0,0,0,2,260,0
260_1,2,0,0,0,2,260,1
260_2,1,1,0,0,2,260,2
260_3,2,0,0,0,2,260,3
260_4,2,0,0,0,2,260,4
260_5,0,0,2,0,2,260,5
260_6,0,0,2,0,2,260,6
260_7,2,0,0,0,2,260,7
260_8,2,0,0,0,2,260,8
260_9,2,0,0,0,2,260,9
261_0,2,0,0,0,2,261,0
261_1,2,0,0,0,2,261,1
261_2,2,0,0,0,2,261,2
261_3,2,0,0,0,2,261,3
261_4,2,0,0,0,2,261,4
261_5,2,0,0,0,2,261,5
261_6,2,0,0,0,2,261,6
261_7,2,0,0,0,2,261,7
261_8,2,0,0,0,2,261,8
261_9,2,0,0,0,2,261,9
261_10,2,0,0,0,2,261,10
261_11,0,0,2,0,2,261,11
261_12,1,1,0,0,2,261,12
261_13,2,0,0,0,2,261,13
261_14,0,0,2,0,2,261,14
261_15,2,0,0,0,2,261,15
261_16,2,0,0,0,2,261,16
261_17,2,0,0,0,2,261,17
261_18,1,1,0,0,2,261,18
261_19,0,1,1,0,2,261,19
262_0,2,0,0,0,2,262,0
262_1,2,0,0,0,2,262,1
262_2,2,0,0,0,2,262,2
262_3,2,0,0,0,2,262,3
262_4,2,0,0,0,2,262,4
262_5,2,0,0,0,2,262,5
262_6,2,0,0,0,2,262,6
262_7,2,0,0,0,2,262,7
262_8,2,0,0,0,2,262,8
262_9,2,0,0,0,2,262,9
262_10,2,0,0,0,2,262,10
262_11,2,0,0,0,2,262,11
262_12,2,0,0,0,2,262,12
262_13,2,0,0,0,2,262,13
262_14,2,0,0,0,2,262,14
262_15,2,0,0,0,2,262,15
262_16,2,0,0,0,2,262,16
262_17,2,0,0,0,2,262,17
262_18,2,0,0,0,2,262,18
262_19,2,0,0,0,2,262,19
263_0,2,0,0,0,2,263,0
263_1,0,0,1,1,2,263,1
263_2,2,0,0,0,2,263,2
263_3,2,0,0,0,2,263,3
263_4,0,0,2,0,2,263,4
263_5,2,0,0,0,2,263,5
263_6,0,0,1,1,2,263,6
263_7,2,0,0,0,2,263,7
263_8,0,0,2,0,2,263,8
263_9,1,0,0,1,2,263,9
263_10,2,0,0,0,2,263,10
263_11,2,0,0,0,2,263,11
263_12,2,0,0,0,2,263,12
263_13,2,0,0,0,2,263,13
263_14,2,0,0,0,2,263,14
263_15,2,0,0,0,2,263,15
263_16,2,0,0,0,2,263,16
263_17,2,0,0,0,2,263,17
263_18,2,0,0,0,2,263,18
263_19,2,0,0,0,2,263,19
263_20,2,0,0,0,2,263,20
263_21,2,0,0,0,2,263,21
263_22,2,0,0,0,2,263,22
263_23,2,0,0,0,2,263,23
263_24,2,0,0,0,2,263,24
263_25,2,0,0,0,2,263,25
263_26,2,0,0,0,2,263,26
263_27,2,0,0,0,2,263,27
263_28,2,0,0,0,2,263,28
264_0,1,0,1,0,2,264,0
264_1,1,0,0,1,2,264,1
264_2,1,0,0,1,2,264,2
264_3,1,0,0,1,2,264,3
264_4,1,0,0,1,2,264,4
264_5,1,0,0,1,2,264,5
264_6,1,0,1,0,2,264,6
264_7,1,0,0,1,2,264,7
264_8,2,0,0,0,2,264,8
264_9,1,0,0,1,2,264,9
264_10,2,0,0,0,2,264,10
264_11,2,0,0,0,2,264,11
264_12,0,1,0,1,2,264,12
264_13,2,0,0,0,2,264,13
264_14,2,0,0,0,2,264,14
264_15,2,0,0,0,2,264,15
264_16,2,0,0,0,2,264,16
264_17,1,0,1,0,2,264,17
264_18,2,0,0,0,2,264,18
264_19,1,0,0,1,2,264,19
265_0,2,0,0,0,2,265,0
265_1,2,0,0,0,2,265,1
265_2,2,0,0,0,2,265,2
265_3,2,0,0,0,2,265,3
265_4,2,0,0,0,2,265,4
265_5,2,0,0,0,2,265,5
265_6,2,0,0,0,2,265,6
265_7,2,0,0,0,2,265,7
265_8,1,0,0,1,2,265,8
265_9,1,0,0,1,2,265,9
266_0,1,0,0,1,2,266,0
266_1,2,0,0,0,2,266,1
266_2,2,0,0,0,2,266,2
266_3,2,0,0,0,2,266,3
266_4,2,0,0,0,2,266,4
266_5,2,0,0,0,2,266,5
266_6,2,0,0,0,2,266,6
266_7,1,1,0,0,2,266,7
266_8,1,0,0,1,2,266,8
266_9,2,0,0,0,2,266,9
266_10,2,0,0,0,2,266,10
266_11,2,0,0,0,2,266,11
266_12,0,1,1,0,2,266,12
266_13,2,0,0,0,2,266,13
266_14,2,0,0,0,2,266,14
266_15,2,0,0,0,2,266,15
266_16,2,0,0,0,2,266,16
266_17,2,0,0,0,2,266,17
266_18,2,0,0,0,2,266,18
266_19,1,0,0,1,2,266,19
267_0,0,1,0,1,2,267,0
267_1,0,1,0,1,2,267,1
267_2,1,0,0,1,2,267,2
267_3,1,0,0,1,2,267,3
267_4,1,0,0,1,2,267,4
267_5,1,0,0,1,2,267,5
267_6,1,0,0,1,2,267,6
267_7,1,0,0,1,2,267,7
267_8,1,0,0,1,2,267,8
267_9,1,0,0,1,2,267,9
268_0,2,0,0,0,2,268,0
268_1,2,0,0,0,2,268,1
268_2,2,0,0,0,2,268,2
268_3,2,0,0,0,2,268,3
268_4,2,0,0,0,2,268,4
268_5,1,0,0,1,2,268,5
268_6,2,0,0,0,2,268,6
268_7,2,0,0,0,2,268,7
268_8,2,0,0,0,2,268,8
268_9,2,0,0,0,2,268,9
268_10,1,0,0,1,2,268,10
268_11,2,0,0,0,2,268,11
268_12,0,1,0,1,2,268,12
268_13,2,0,0,0,2,268,13
268_14,2,0,0,0,2,268,14
268_15,1,1,0,0,2,268,15
268_16,2,0,0,0,2,268,16
268_17,2,0,0,0,2,268,17
268_18,1,0,1,0,2,268,18
268_19,2,0,0,0,2,268,19
268_20,2,0,0,0,2,268,20
268_21,2,0,0,0,2,268,21
268_22,2,0,0,0,2,268,22
268_23,2,0,0,0,2,268,23
268_24,2,0,0,0,2,268,24
268_25,2,0,0,0,2,268,25
268_26,1,0,0,1,2,268,26
268_27,2,0,0,0,2,268,27
268_28,1,0,0,1,2,268,28
269_0,1,0,0,1,2,269,0
269_1,1,0,0,1,2,269,1
269_2,2,0,0,0,2,269,2
269_3,1,0,0,1,2,269,3
269_4,2,0,0,0,2,269,4
269_5,2,0,0,0,2,269,5
269_6,2,0,0,0,2,269,6
269_7,1,0,0,1,2,269,7
269_8,1,0,0,1,2,269,8
269_9,1,0,0,1,2,269,9
269_10,2,0,0,0,2,269,10
269_11,0,0,2,0,2,269,11
269_12,1,0,0,1,2,269,12
269_13,2,0,0,0,2,269,13
269_14,0,0,0,2,2,269,14
269_15,2,0,0,0,2,269,15
269_16,1,0,0,1,2,269,16
269_17,0,0,2,0,2,269,17
269_18,2,0,0,0,2,269,18
269_19,1,0,1,0,2,269,19
269_20,2,0,0,0,2,269,20
269_21,0,2,0,0,2,269,21
269_22,2,0,0,0,2,269,22
269_23,0,0,2,0,2,269,23
269_24,2,0,0,0,2,269,24
269_25,2,0,0,0,2,269,25
269_26,0,2,0,0,2,269,26
269_27,1,1,0,0,2,269,27
269_28,2,0,0,0,2,269,28
269_29,1,1,0,0,2,269,29
269_30,2,0,0,0,2,269,30
269_31,2,0,0,0,2,269,31
269_32,2,0,0,0,2,269,32
269_33,2,0,0,0,2,269,33
269_34,0,0,1,1,2,269,34
269_35,2,0,0,0,2,269,35
269_36,2,0,0,0,2,269,36
269_37,2,0,0,0,2,269,37
269_38,0,0,0,2,2,269,38
269_39,0,2,0,0,2,269,39
270_0,2,0,0,0,2,270,0
270_1,2,0,0,0,2,270,1
270_2,2,0,0,0,2,270,2
270_3,2,0,0,0,2,270,3
270_4,2,0,0,0,2,270,4
270_5,0,1,0,1,2,270,5
270_6,1,0,1,0,2,270,6
270_7,1,0,1,0,2,270,7
270_8,2,0,0,0,2,270,8
270_9,2,0,0,0,2,270,9
270_10,2,0,0,0,2,270,10
270_11,2,0,0,0,2,270,11
270_12,2,0,0,0,2,270,12
270_13,2,0,0,0,2,270,13
270_14,0,1,1,0,2,270,14
270_15,2,0,0,0,2,270,15
270_16,1,0,1,0,2,270,16
270_17,2,0,0,0,2,270,17
270_18,2,0,0,0,2,270,18
270_19,0,2,0,0,2,270,19
270_20,0,0,2,0,2,270,20
270_21,0,0,2,0,2,270,21
270_22,2,0,0,0,2,270,22
270_23,1,0,1,0,2,270,23
270_24,2,0,0,0,2,270,24
270_25,0,0,2,0,2,270,25
270_26,2,0,0,0,2,270,26
271_0,2,0,0,0,2,271,0
271_1,1,0,1,0,2,271,1
271_2,0,0,2,0,2,271,2
271_3,1,0,0,1,2,271,3
271_4,2,0,0,0,2,271,4
271_5,2,0,0,0,2,271,5
271_6,2,0,0,0,2,271,6
271_7,2,0,0,0,2,271,7
271_8,2,0,0,0,2,271,8
271_9,2,0,0,0,2,271,9
271_10,0,0,2,0,2,271,10
271_11,2,0,0,0,2,271,11
271_12,1,0,1,0,2,271,12
271_13,2,0,0,0,2,271,13
271_14,2,0,0,0,2,271,14
271_15,2,0,0,0,2,271,15
271_16,2,0,0,0,2,271,16
271_17,0,0,2,0,2,271,17
271_18,2,0,0,0,2,271,18
271_19,2,0,0,0,2,271,19
272_0,2,0,0,0,2,272,0
272_1,0,0,2,0,2,272,1
272_2,2,0,0,0,2,272,2
272_3,0,0,2,0,2,272,3
272_4,2,0,0,0,2,272,4
272_5,2,0,0,0,2,272,5
272_6,2,0,0,0,2,272,6
272_7,2,0,0,0,2,272,7
272_8,1,0,0,1,2,272,8
272_9,0,0,2,0,2,272,9
272_10,2,0,0,0,2,272,10
272_11,2,0,0,0,2,272,11
272_12,1,0,0,1,2,272,12
272_13,0,0,2,0,2,272,13
272_14,2,0,0,0,2,272,14
272_15,0,0,2,0,2,272,15
272_16,2,0,0,0,2,272,16
272_17,1,0,0,1,2,272,17
272_18,1,0,1,0,2,272,18
272_19,0,0,2,0,2,272,19
273_0,2,0,0,0,2,273,0
273_1,0,0,2,0,2,273,1
273_2,2,0,0,0,2,273,2
273_3,2,0,0,0,2,273,3
273_4,2,0,0,0,2,273,4
273_5,2,0,0,0,2,273,5
273_6,0,1,1,0,2,273,6
273_7,2,0,0,0,2,273,7
273_8,2,0,0,0,2,273,8
273_9,2,0,0,0,2,273,9
273_10,2,0,0,0,2,273,10
273_11,0,0,2,0,2,273,11
273_12,0,0,2,0,2,273,12
273_13,2,0,0,0,2,273,13
273_14,2,0,0,0,2,273,14
273_15,2,0,0,0,2,273,15
273_16,1,0,0,1,2,273,16
273_17,1,0,1,0,2,273,17
273_18,1,0,1,0,2,273,18
273_19,0,0,2,0,2,273,19
273_20,2,0,0,0,2,273,20
273_21,2,0,0,0,2,273,21
273_22,2,0,0,0,2,273,22
273_23,2,0,0,0,2,273,23
273_24,1,0,0,1,2,273,24
273_25,2,0,0,0,2,273,25
273_26,2,0,0,0,2,273,26
273_27,2,0,0,0,2,273,27
273_28,2,0,0,0,2,273,28
273_29,2,0,0,0,2,273,29
274_0,2,0,0,0,2,274,0
274_1,0,0,0,2,2,274,1
274_2,1,0,1,0,2,274,2
274_3,2,0,0,0,2,274,3
274_5,2,0,0,0,2,274,5
274_6,2,0,0,0,2,274,6
274_7,1,0,1,0,2,274,7
274_8,2,0,0,0,2,274,8
274_9,2,0,0,0,2,274,9
274_10,1,0,0,1,2,274,10
274_11,1,0,1,0,2,274,11
274_12,2,0,0,0,2,274,12
274_13,2,0,0,0,2,274,13
274_14,2,0,0,0,2,274,14
274_15,1,0,0,1,2,274,15
274_16,2,0,0,0,2,274,16
274_17,1,0,0,1,2,274,17
274_18,2,0,0,0,2,274,18
274_19,1,0,0,1,2,274,19
275_0,1,0,0,1,2,275,0
275_1,2,0,0,0,2,275,1
275_2,2,0,0,0,2,275,2
275_3,2,0,0,0,2,275,3
275_4,2,0,0,0,2,275,4
275_5,2,0,0,0,2,275,5
275_6,2,0,0,0,2,275,6
275_7,2,0,0,0,2,275,7
275_8,2,0,0,0,2,275,8
275_9,2,0,0,0,2,275,9
275_10,1,0,0,1,2,275,10
275_11,0,0,2,0,2,275,11
275_12,1,0,0,1,2,275,12
275_13,2,0,0,0,2,275,13
275_14,2,0,0,0,2,275,14
275_15,1,0,1,0,2,275,15
275_16,2,0,0,0,2,275,16
275_17,1,0,1,0,2,275,17
275_18,2,0,0,0,2,275,18
275_19,1,0,0,1,2,275,19
276_0,2,0,0,0,2,276,0
276_1,2,0,0,0,2,276,1
276_2,2,0,0,0,2,276,2
