,Edita,Andrei,Meli,Alina,Liviu,Oana,Silviu,Mada
9_1,,,3.0,,,3.0,,
9_2,,,1.0,,,3.0,,
9_3,,,3.0,,,1.0,,
9_4,,,1.0,,,1.0,,
9_5,,,1.0,,,3.0,,
9_6,,,3.0,,,3.0,,
9_7,,,3.0,,,3.0,,
9_8,,,3.0,,,1.0,,
9_9,,,1.0,,,3.0,,
9_10,,,3.0,,,3.0,,
9_11,,,3.0,,,3.0,,
9_12,,,3.0,,,3.0,,
9_13,,,3.0,,,1.0,,
9_14,,,3.0,,,3.0,,
9_15,,,3.0,,,3.0,,
9_16,,,3.0,,,3.0,,
9_17,,,3.0,,,3.0,,
9_18,,,3.0,,,3.0,,
9_19,,,3.0,,,3.0,,
10_0,,,3.0,,,3.0,,
10_1,,,3.0,,,3.0,,
10_2,,,3.0,,,3.0,,
10_3,,,3.0,,,3.0,,
10_4,,,3.0,,,3.0,,
10_5,,,3.0,,,3.0,,
10_6,,,3.0,,,3.0,,
10_7,,,3.0,,,3.0,,
10_8,,,3.0,,,3.0,,
10_9,,,3.0,,,3.0,,
10_10,,,3.0,,,3.0,,
10_11,,,3.0,,,1.0,,
10_12,,,3.0,,,1.0,,
10_13,,,3.0,,,1.0,,
10_14,,,1.0,,,1.0,,
10_15,,,1.0,,,1.0,,
10_16,,,1.0,,,1.0,,
10_17,,,3.0,,,3.0,,
10_18,,,3.0,,,3.0,,
10_19,,,3.0,,,1.0,,
11_0,,,3.0,,,3.0,,
11_1,,,3.0,,,3.0,,
11_2,,,3.0,,,3.0,,
11_3,,,3.0,,,3.0,,
11_4,,,3.0,,,3.0,,
11_5,,,3.0,,,3.0,,
11_6,,,3.0,,,3.0,,
11_7,,,3.0,,,3.0,,
11_8,,,3.0,,,3.0,,
11_9,,,3.0,,,3.0,,
11_10,,,3.0,,,1.0,,
11_11,,,1.0,,,3.0,,
11_12,,,1.0,,,1.0,,
11_13,,,1.0,,,1.0,,
11_14,,,3.0,,,3.0,,
11_15,,,3.0,,,3.0,,
11_16,,,3.0,,,3.0,,
11_17,,,3.0,,,3.0,,
11_18,,,3.0,,,3.0,,
11_19,,,1.0,,,1.0,,
12_0,,,3.0,,,1.0,,
12_1,,,3.0,,,3.0,,
12_2,,,3.0,,,3.0,,
12_3,,,3.0,,,3.0,,
12_4,,,3.0,,,1.0,,
12_5,,,3.0,,,3.0,,
12_6,,,3.0,,,3.0,,
12_7,,,3.0,,,3.0,,
12_8,,,1.0,,,3.0,,
12_9,,,3.0,,,3.0,,
13_0,,,3.0,,,3.0,,
13_1,,,3.0,,,3.0,,
13_2,,,3.0,,,3.0,,
13_3,,,3.0,,,1.0,,
13_4,,,3.0,,,3.0,,
13_5,,,3.0,,,1.0,,
13_6,,,3.0,,,1.0,,
13_7,,,3.0,,,3.0,,
13_8,,,3.0,,,3.0,,
13_9,,,1.0,,,1.0,,
13_10,,,1.0,,,3.0,,
13_11,,,3.0,,,1.0,,
13_12,,,3.0,,,3.0,,
13_13,,,3.0,,,3.0,,
13_14,,,3.0,,,3.0,,
13_15,,,3.0,,,3.0,,
13_16,,,3.0,,,3.0,,
13_17,,,3.0,,,3.0,,
13_18,,,3.0,,,3.0,,
13_19,,,3.0,,,3.0,,
14_0,,,3.0,,,3.0,,
14_1,,,3.0,,,1.0,,
14_2,,,3.0,,,3.0,,
14_3,,,3.0,,,3.0,,
14_4,,,3.0,,,3.0,,
14_5,,,3.0,,,3.0,,
14_6,,,3.0,,,3.0,,
14_7,,,3.0,,,3.0,,
14_8,,,3.0,,,3.0,,
14_9,,,3.0,,,3.0,,
14_10,,,3.0,,,1.0,,
14_11,,,3.0,,,1.0,,
14_12,,,3.0,,,1.0,,
14_13,,,3.0,,,3.0,,
14_14,,,3.0,,,3.0,,
14_15,,,3.0,,,1.0,,
14_16,,,3.0,,,3.0,,
14_17,,,1.0,,,3.0,,
14_18,,,3.0,,,1.0,,
14_19,,,3.0,,,1.0,,
14_20,,,3.0,,,3.0,,
14_21,,,3.0,,,3.0,,
14_22,,,3.0,,,3.0,,
14_23,,,3.0,,,3.0,,
14_24,,,3.0,,,3.0,,
15_0,,,1.0,,,3.0,,
15_1,,,3.0,,,3.0,,
15_2,,,1.0,,,1.0,,
15_3,,,3.0,,,3.0,,
15_4,,,3.0,,,3.0,,
15_5,,,3.0,,,3.0,,
15_6,,,3.0,,,3.0,,
15_7,,,3.0,,,3.0,,
15_8,,,3.0,,,3.0,,
15_9,,,3.0,,,3.0,,
15_10,,,3.0,,,3.0,,
15_11,,,3.0,,,3.0,,
15_12,,,3.0,,,3.0,,
15_13,,,3.0,,,3.0,,
15_14,,,3.0,,,3.0,,
15_15,,,3.0,,,3.0,,
15_16,,,3.0,,,3.0,,
15_17,,,3.0,,,3.0,,
15_18,,,3.0,,,3.0,,
15_19,,,3.0,,,3.0,,
16_0,,,1.0,,,1.0,,
16_1,,,3.0,,,3.0,,
16_2,,,3.0,,,3.0,,
16_3,,,3.0,,,3.0,,
16_4,,,3.0,,,3.0,,
16_5,,,3.0,,,3.0,,
16_6,,,3.0,,,3.0,,
16_7,,,3.0,,,3.0,,
16_8,,,3.0,,,3.0,,
16_10,,,3.0,,,3.0,,
16_11,,,3.0,,,3.0,,
16_12,,,3.0,,,3.0,,
16_13,,,3.0,,,3.0,,
16_14,,,3.0,,,3.0,,
16_15,,,3.0,,,3.0,,
16_16,,,3.0,,,3.0,,
16_17,,,3.0,,,3.0,,
16_18,,,3.0,,,3.0,,
16_19,,,3.0,,,3.0,,
17_0,,,3.0,,,3.0,,
17_1,,,3.0,,,3.0,,
17_2,,,3.0,,,3.0,,
17_3,,,3.0,,,1.0,,
17_4,,,3.0,,,1.0,,
17_5,,,3.0,,,1.0,,
17_6,,,3.0,,,3.0,,
17_7,,,3.0,,,3.0,,
17_8,,,1.0,,,1.0,,
17_9,,,1.0,,,1.0,,
17_10,,,3.0,,,3.0,,
17_11,,,3.0,,,1.0,,
17_12,,,1.0,,,1.0,,
17_13,,,3.0,,,1.0,,
17_14,,,3.0,,,3.0,,
17_15,,,3.0,,,3.0,,
17_16,,,3.0,,,3.0,,
17_17,,,3.0,,,3.0,,
17_18,,,3.0,,,3.0,,
17_19,,,3.0,,,3.0,,
18_0,,,3.0,,,3.0,,
18_1,,,3.0,,,3.0,,
18_2,,,3.0,,,3.0,,
18_3,,,3.0,,,3.0,,
18_4,,,3.0,,,3.0,,
18_5,,,3.0,,,3.0,,
18_6,,,3.0,,,3.0,,
18_7,,,3.0,,,3.0,,
18_8,,,1.0,,,3.0,,
18_9,,,3.0,,,3.0,,
18_10,,,3.0,,,3.0,,
18_11,,,3.0,,,3.0,,
18_12,,,3.0,,,3.0,,
18_13,,,3.0,,,3.0,,
18_14,,,3.0,,,3.0,,
18_15,,,3.0,,,3.0,,
18_16,,,3.0,,,3.0,,
18_17,,,3.0,,,3.0,,
18_18,,,3.0,,,3.0,,
18_19,,,3.0,,,3.0,,
19_0,,,3.0,,,3.0,,
19_1,,,3.0,,,3.0,,
19_2,,,1.0,,,1.0,,
19_3,,,3.0,,,3.0,,
19_4,,,3.0,,,3.0,,
19_5,,,3.0,,,3.0,,
19_6,,,3.0,,,3.0,,
19_7,,,1.0,,,1.0,,
19_8,,,3.0,,,3.0,,
19_9,,,3.0,,,3.0,,
19_10,,,3.0,,,3.0,,
19_11,,,3.0,,,3.0,,
19_12,,,3.0,,,3.0,,
19_13,,,3.0,,,3.0,,
19_14,,,3.0,,,3.0,,
19_15,,,3.0,,,3.0,,
19_16,,,3.0,,,3.0,,
19_17,,,3.0,,,3.0,,
19_18,,,3.0,,,3.0,,
19_19,,,3.0,,,3.0,,
20_0,,,3.0,,,3.0,,
20_1,,,3.0,,,3.0,,
20_2,,,3.0,,,3.0,,
20_3,,,3.0,,,1.0,,
20_4,,,3.0,,,1.0,,
20_5,,,3.0,,,3.0,,
20_6,,,3.0,,,1.0,,
20_7,,,3.0,,,1.0,,
20_8,,,3.0,,,3.0,,
20_9,,,3.0,,,1.0,,
20_10,,,3.0,,,3.0,,
20_12,,,3.0,,,3.0,,
20_13,,,3.0,,,1.0,,
20_14,,,3.0,,,3.0,,
20_15,,,3.0,,,3.0,,
20_16,,,3.0,,,3.0,,
20_17,,,3.0,,,3.0,,
20_18,,,3.0,,,3.0,,
20_19,,,1.0,,,1.0,,
20_20,,,3.0,,,1.0,,
20_21,,,3.0,,,3.0,,
20_22,,,3.0,,,3.0,,
20_23,,,3.0,,,3.0,,
20_24,,,3.0,,,3.0,,
20_25,,,3.0,,,1.0,,
20_26,,,3.0,,,3.0,,
20_27,,,3.0,,,1.0,,
20_28,,,3.0,,,3.0,,
20_29,,,3.0,,,1.0,,
21_0,,,3.0,,,1.0,,
21_1,,,3.0,,,1.0,,
21_2,,,3.0,,,1.0,,
21_3,,,3.0,,,1.0,,
21_4,,,3.0,,,1.0,,
21_5,,,3.0,,,1.0,,
21_6,,,3.0,,,1.0,,
21_7,,,3.0,,,1.0,,
21_8,,,3.0,,,1.0,,
21_9,,,3.0,,,1.0,,
21_10,,,3.0,,,1.0,,
21_11,,,3.0,,,1.0,,
21_12,,,3.0,,,1.0,,
21_13,,,3.0,,,1.0,,
21_14,,,3.0,,,1.0,,
21_15,,,3.0,,,1.0,,
21_16,,,3.0,,,1.0,,
21_17,,,3.0,,,1.0,,
21_18,,,3.0,,,1.0,,
21_19,,,3.0,,,1.0,,
22_0,,,3.0,,,3.0,,
22_1,,,3.0,,,3.0,,
22_2,,,3.0,,,1.0,,
22_3,,,3.0,,,3.0,,
22_4,,,3.0,,,3.0,,
22_5,,,3.0,,,3.0,,
22_6,,,3.0,,,3.0,,
22_7,,,3.0,,,1.0,,
22_8,,,3.0,,,3.0,,
22_9,,,3.0,,,3.0,,
22_10,,,3.0,,,3.0,,
22_11,,,3.0,,,3.0,,
22_12,,,3.0,,,3.0,,
22_13,,,3.0,,,1.0,,
22_14,,,3.0,,,3.0,,
22_15,,,3.0,,,3.0,,
22_16,,,3.0,,,3.0,,
22_17,,,3.0,,,3.0,,
22_18,,,3.0,,,3.0,,
22_19,,,3.0,,,3.0,,
23_0,,,3.0,,,1.0,,
23_1,,,3.0,,,3.0,,
23_2,,,3.0,,,1.0,,
23_3,,,3.0,,,1.0,,
23_4,,,1.0,,,1.0,,
23_5,,,3.0,,,3.0,,
23_6,,,3.0,,,3.0,,
23_7,,,3.0,,,3.0,,
23_8,,,3.0,,,1.0,,
23_9,,,1.0,,,1.0,,
23_10,,,3.0,,,3.0,,
23_11,,,1.0,,,1.0,,
23_12,,,3.0,,,1.0,,
23_13,,,3.0,,,1.0,,
23_14,,,3.0,,,1.0,,
23_15,,,3.0,,,3.0,,
23_16,,,3.0,,,1.0,,
23_17,,,3.0,,,1.0,,
23_18,,,3.0,,,1.0,,
23_19,,,3.0,,,3.0,,
23_20,,,3.0,,,1.0,,
23_21,,,3.0,,,3.0,,
23_22,,,3.0,,,1.0,,
23_23,,,1.0,,,3.0,,
23_24,,,3.0,,,3.0,,
23_25,,,3.0,,,3.0,,
23_26,,,3.0,,,3.0,,
23_27,,,3.0,,,1.0,,
23_28,,,3.0,,,3.0,,
23_29,,,3.0,,,1.0,,
24_0,,,3.0,,,3.0,,
24_1,,,3.0,,,1.0,,
24_2,,,1.0,,,1.0,,
24_3,,,3.0,,,3.0,,
24_4,,,3.0,,,3.0,,
24_5,,,3.0,,,3.0,,
24_7,,,3.0,,,3.0,,
24_8,,,3.0,,,3.0,,
24_9,,,3.0,,,3.0,,
24_10,,,3.0,,,3.0,,
24_11,,,1.0,,,1.0,,
24_12,,,3.0,,,3.0,,
24_13,,,1.0,,,1.0,,
24_14,,,1.0,,,3.0,,
24_15,,,3.0,,,3.0,,
24_16,,,3.0,,,3.0,,
24_17,,,1.0,,,1.0,,
24_18,,,3.0,,,3.0,,
24_19,,,3.0,,,3.0,,
25_0,,,3.0,,,3.0,,
25_1,,,1.0,,,3.0,,
25_2,,,3.0,,,3.0,,
25_3,,,3.0,,,1.0,,
25_4,,,3.0,,,1.0,,
25_5,,,1.0,,,1.0,,
25_6,,,3.0,,,1.0,,
25_7,,,3.0,,,1.0,,
25_8,,,3.0,,,3.0,,
25_9,,,3.0,,,3.0,,
25_10,,,3.0,,,3.0,,
25_11,,,3.0,,,3.0,,
25_12,,,3.0,,,3.0,,
25_13,,,3.0,,,3.0,,
25_14,,,3.0,,,3.0,,
25_15,,,3.0,,,3.0,,
25_16,,,3.0,,,3.0,,
25_17,,,3.0,,,3.0,,
25_18,,,3.0,,,3.0,,
25_19,,,3.0,,,3.0,,
26_0,,,3.0,,,1.0,,
26_1,,,3.0,,,1.0,,
26_2,,,3.0,,,1.0,,
26_3,,,1.0,,,3.0,,
26_4,,,3.0,,,1.0,,
26_5,,,3.0,,,1.0,,
26_6,,,3.0,,,1.0,,
26_7,,,1.0,,,3.0,,
26_8,,,1.0,,,3.0,,
26_9,,,3.0,,,1.0,,
26_10,,,3.0,,,3.0,,
26_11,,,3.0,,,3.0,,
26_12,,,3.0,,,3.0,,
26_13,,,3.0,,,3.0,,
26_14,,,3.0,,,3.0,,
26_15,,,3.0,,,3.0,,
26_16,,,1.0,,,1.0,,
26_17,,,3.0,,,3.0,,
26_18,,,3.0,,,3.0,,
26_19,,,3.0,,,3.0,,
27_0,,,3.0,,,3.0,,
27_1,,,3.0,,,3.0,,
27_2,,,3.0,,,3.0,,
27_3,,,3.0,,,3.0,,
27_4,,,3.0,,,3.0,,
27_5,,,3.0,,,3.0,,
27_6,,,3.0,,,3.0,,
27_7,,,3.0,,,3.0,,
27_8,,,3.0,,,3.0,,
27_9,,,3.0,,,3.0,,
27_10,,,3.0,,,3.0,,
27_11,,,3.0,,,3.0,,
27_12,,,1.0,,,3.0,,
27_13,,,3.0,,,3.0,,
27_14,,,3.0,,,3.0,,
27_15,,,1.0,,,1.0,,
27_16,,,3.0,,,3.0,,
27_17,,,3.0,,,3.0,,
27_18,,,1.0,,,1.0,,
27_19,,,3.0,,,3.0,,
27_20,,,3.0,,,3.0,,
27_21,,,3.0,,,3.0,,
27_22,,,3.0,,,1.0,,
27_23,,,1.0,,,1.0,,
27_24,,,3.0,,,3.0,,
27_25,,,1.0,,,1.0,,
27_26,,,3.0,,,3.0,,
28_0,,,3.0,,,3.0,,
28_1,,,1.0,,,3.0,,
28_2,,,3.0,,,3.0,,
28_3,,,3.0,,,3.0,,
28_4,,,3.0,,,3.0,,
28_5,,,3.0,,,3.0,,
28_6,,,3.0,,,3.0,,
28_7,,,3.0,,,3.0,,
28_8,,,3.0,,,3.0,,
28_9,,,3.0,,,3.0,,
28_10,,,3.0,,,3.0,,
28_11,,,3.0,,,3.0,,
28_12,,,3.0,,,3.0,,
28_13,,,3.0,,,3.0,,
28_14,,,3.0,,,3.0,,
28_15,,,3.0,,,3.0,,
28_16,,,3.0,,,3.0,,
28_17,,,3.0,,,3.0,,
28_18,,,3.0,,,3.0,,
28_19,,,3.0,,,3.0,,
29_0,,,3.0,,,3.0,,
29_1,,,1.0,,,3.0,,
29_2,,,3.0,,,1.0,,
29_3,,,1.0,,,3.0,,
29_4,,,1.0,,,3.0,,
29_5,,,3.0,,,1.0,,
29_6,,,3.0,,,1.0,,
29_7,,,1.0,,,3.0,,
29_8,,,3.0,,,1.0,,
29_9,,,1.0,,,1.0,,
29_10,,,3.0,,,3.0,,
29_11,,,3.0,,,3.0,,
29_12,,,3.0,,,3.0,,
29_13,,,3.0,,,3.0,,
29_14,,,3.0,,,1.0,,
29_15,,,3.0,,,3.0,,
29_16,,,3.0,,,3.0,,
29_17,,,3.0,,,3.0,,
29_18,,,3.0,,,3.0,,
29_19,,,1.0,,,1.0,,
30_0,,,3.0,,,3.0,,
30_1,,,3.0,,,3.0,,
30_2,,,3.0,,,3.0,,
30_3,,,3.0,,,3.0,,
30_4,,,3.0,,,3.0,,
30_5,,,3.0,,,3.0,,
30_6,,,3.0,,,3.0,,
30_7,,,3.0,,,3.0,,
30_8,,,3.0,,,3.0,,
30_9,,,3.0,,,3.0,,
30_10,,,3.0,,,1.0,,
30_11,,,3.0,,,1.0,,
30_12,,,3.0,,,1.0,,
30_13,,,3.0,,,3.0,,
30_14,,,3.0,,,3.0,,
30_15,,,3.0,,,3.0,,
30_16,,,3.0,,,3.0,,
30_17,,,3.0,,,3.0,,
30_18,,,1.0,,,1.0,,
30_19,,,3.0,,,1.0,,
30_20,,,3.0,,,3.0,,
30_21,,,3.0,,,3.0,,
30_22,,,3.0,,,1.0,,
30_23,,,3.0,,,1.0,,
30_24,,,3.0,,,1.0,,
30_26,,,3.0,,,1.0,,
30_27,,,3.0,,,3.0,,
31_0,,,1.0,,,3.0,,
31_1,,,1.0,,,3.0,,
31_2,,,3.0,,,1.0,,
31_3,,,3.0,,,1.0,,
31_4,,,3.0,,,1.0,,
31_5,,,3.0,,,1.0,,
31_6,,,3.0,,,3.0,,
31_7,,,3.0,,,1.0,,
31_8,,,3.0,,,3.0,,
31_9,,,3.0,,,1.0,,
31_10,,,3.0,,,1.0,,
31_11,,,3.0,,,1.0,,
31_12,,,3.0,,,1.0,,
31_13,,,3.0,,,1.0,,
31_14,,,3.0,,,1.0,,
31_15,,,3.0,,,3.0,,
31_16,,,3.0,,,3.0,,
31_17,,,3.0,,,3.0,,
31_18,,,3.0,,,3.0,,
31_19,,,3.0,,,3.0,,
31_20,,,3.0,,,3.0,,
31_21,,,3.0,,,3.0,,
31_22,,,1.0,,,3.0,,
31_23,,,3.0,,,3.0,,
31_24,,,3.0,,,3.0,,
31_25,,,3.0,,,3.0,,
31_26,,,3.0,,,1.0,,
31_27,,,3.0,,,3.0,,
31_29,,,3.0,,,3.0,,
31_30,,,3.0,,,3.0,,
31_31,,,3.0,,,3.0,,
31_32,,,3.0,,,3.0,,
31_33,,,1.0,,,1.0,,
32_0,,,3.0,,,3.0,,
32_1,,,3.0,,,3.0,,
32_2,,,3.0,,,3.0,,
32_3,,,3.0,,,3.0,,
32_4,,,3.0,,,3.0,,
32_5,,,3.0,,,3.0,,
32_6,,,3.0,,,3.0,,
32_7,,,3.0,,,3.0,,
32_8,,,3.0,,,3.0,,
32_9,,,3.0,,,3.0,,
32_10,,,3.0,,,3.0,,
32_11,,,3.0,,,3.0,,
32_12,,,3.0,,,3.0,,
32_13,,,3.0,,,3.0,,
32_14,,,3.0,,,3.0,,
32_15,,,3.0,,,3.0,,
32_16,,,1.0,,,1.0,,
32_17,,,3.0,,,3.0,,
32_18,,,3.0,,,3.0,,
32_19,,,3.0,,,3.0,,
33_0,,,3.0,,,1.0,,
33_1,,,3.0,,,1.0,,
33_2,,,3.0,,,1.0,,
33_3,,,1.0,,,3.0,,
33_4,,,1.0,,,3.0,,
33_5,,,3.0,,,1.0,,
33_6,,,3.0,,,1.0,,
33_7,,,3.0,,,1.0,,
33_8,,,3.0,,,1.0,,
33_9,,,3.0,,,1.0,,
33_10,,,3.0,,,1.0,,
33_11,,,3.0,,,1.0,,
33_12,,,3.0,,,1.0,,
33_13,,,3.0,,,1.0,,
33_14,,,1.0,,,1.0,,
33_15,,,3.0,,,1.0,,
33_16,,,1.0,,,1.0,,
33_17,,,3.0,,,3.0,,
33_18,,,3.0,,,1.0,,
33_19,,,3.0,,,1.0,,
33_20,,,3.0,,,1.0,,
33_21,,,1.0,,,3.0,,
33_22,,,1.0,,,1.0,,
33_23,,,3.0,,,1.0,,
33_24,,,3.0,,,3.0,,
33_25,,,3.0,,,3.0,,
33_26,,,3.0,,,3.0,,
33_27,,,3.0,,,3.0,,
33_28,,,3.0,,,3.0,,
34_0,,,3.0,,,3.0,,
34_1,,,3.0,,,1.0,,
34_2,,,3.0,,,3.0,,
34_3,,,1.0,,,3.0,,
34_4,,,3.0,,,3.0,,
34_5,,,1.0,,,3.0,,
34_6,,,3.0,,,3.0,,
34_7,,,3.0,,,1.0,,
34_8,,,3.0,,,1.0,,
34_9,,,3.0,,,3.0,,
34_10,,,3.0,,,1.0,,
34_11,,,3.0,,,1.0,,
34_12,,,3.0,,,1.0,,
34_13,,,3.0,,,1.0,,
34_14,,,3.0,,,1.0,,
34_15,,,3.0,,,1.0,,
34_16,,,3.0,,,1.0,,
34_17,,,1.0,,,3.0,,
34_18,,,3.0,,,1.0,,
34_19,,,3.0,,,3.0,,
34_20,,,1.0,,,1.0,,
34_21,,,1.0,,,1.0,,
34_22,,,3.0,,,1.0,,
34_23,,,3.0,,,1.0,,
34_24,,,3.0,,,3.0,,
34_25,,,3.0,,,3.0,,
34_26,,,3.0,,,3.0,,
34_27,,,3.0,,,1.0,,
34_28,,,3.0,,,1.0,,
34_29,,,3.0,,,1.0,,
34_30,,,3.0,,,3.0,,
34_31,,,3.0,,,1.0,,
34_32,,,3.0,,,3.0,,
34_33,,,3.0,,,3.0,,
34_34,,,3.0,,,3.0,,
34_35,,,3.0,,,1.0,,
34_36,,,3.0,,,3.0,,
34_37,,,3.0,,,3.0,,
34_38,,,3.0,,,3.0,,
34_39,,,3.0,,,3.0,,
34_40,,,3.0,,,3.0,,
34_41,,,3.0,,,3.0,,
34_42,,,3.0,,,1.0,,
34_43,,,3.0,,,1.0,,
35_0,,,3.0,,,1.0,,
35_1,,,3.0,,,3.0,,
35_2,,,1.0,,,3.0,,
35_3,,,1.0,,,3.0,,
35_4,,,3.0,,,3.0,,
35_5,,,1.0,,,3.0,,
35_6,,,3.0,,,3.0,,
35_7,,,3.0,,,3.0,,
35_8,,,1.0,,,1.0,,
35_9,,,3.0,,,1.0,,
35_10,,,3.0,,,3.0,,
35_11,,,3.0,,,3.0,,
35_12,,,3.0,,,3.0,,
35_13,,,3.0,,,1.0,,
35_14,,,3.0,,,3.0,,
35_15,,,3.0,,,3.0,,
35_16,,,3.0,,,3.0,,
35_17,,,3.0,,,1.0,,
35_18,,,3.0,,,3.0,,
35_19,,,3.0,,,3.0,,
36_0,,,3.0,,,3.0,,
36_1,,,1.0,,,1.0,,
36_2,,,3.0,,,3.0,,
36_3,,,3.0,,,3.0,,
36_4,,,3.0,,,3.0,,
36_5,,,3.0,,,3.0,,
36_6,,,1.0,,,1.0,,
36_7,,,3.0,,,1.0,,
36_8,,,3.0,,,1.0,,
36_9,,,1.0,,,1.0,,
36_10,,,3.0,,,3.0,,
36_11,,,3.0,,,3.0,,
36_12,,,3.0,,,3.0,,
36_13,,,3.0,,,3.0,,
36_14,,,3.0,,,3.0,,
36_15,,,3.0,,,3.0,,
36_16,,,3.0,,,3.0,,
36_17,,,3.0,,,3.0,,
36_18,,,3.0,,,3.0,,
36_19,,,3.0,,,3.0,,
37_0,,,3.0,,,3.0,,
37_1,,,3.0,,,3.0,,
37_2,,,3.0,,,3.0,,
37_3,,,3.0,,,3.0,,
37_4,,,3.0,,,3.0,,
37_5,,,3.0,,,3.0,,
37_6,,,3.0,,,3.0,,
37_7,,,3.0,,,1.0,,
37_8,,,3.0,,,3.0,,
37_9,,,3.0,,,3.0,,
37_10,,,3.0,,,3.0,,
37_11,,,3.0,,,3.0,,
37_12,,,3.0,,,3.0,,
37_13,,,3.0,,,3.0,,
37_14,,,3.0,,,3.0,,
37_15,,,3.0,,,3.0,,
37_16,,,3.0,,,3.0,,
37_17,,,1.0,,,1.0,,
37_18,,,3.0,,,3.0,,
37_19,,,3.0,,,3.0,,
38_0,,,1.0,,,3.0,,
38_1,,,3.0,,,1.0,,
38_2,,,3.0,,,1.0,,
38_3,,,3.0,,,3.0,,
38_4,,,1.0,,,3.0,,
38_5,,,3.0,,,3.0,,
38_6,,,1.0,,,3.0,,
38_7,,,3.0,,,3.0,,
38_8,,,3.0,,,1.0,,
38_9,,,1.0,,,3.0,,
38_10,,,3.0,,,3.0,,
38_11,,,3.0,,,3.0,,
38_12,,,3.0,,,3.0,,
38_13,,,3.0,,,3.0,,
38_14,,,3.0,,,3.0,,
38_15,,,3.0,,,3.0,,
38_16,,,3.0,,,3.0,,
38_17,,,3.0,,,3.0,,
38_18,,,3.0,,,3.0,,
38_19,,,3.0,,,3.0,,
39_0,,,1.0,,,3.0,,
39_1,,,3.0,,,3.0,,
39_2,,,1.0,,,3.0,,
39_3,,,3.0,,,1.0,,
39_4,,,3.0,,,3.0,,
39_5,,,3.0,,,1.0,,
39_6,,,3.0,,,3.0,,
39_7,,,3.0,,,1.0,,
39_8,,,3.0,,,3.0,,
39_9,,,1.0,,,1.0,,
39_10,,,1.0,,,3.0,,
39_11,,,3.0,,,1.0,,
39_12,,,3.0,,,3.0,,
39_13,,,3.0,,,1.0,,
39_14,,,3.0,,,3.0,,
39_15,,,3.0,,,3.0,,
39_16,,,3.0,,,3.0,,
39_17,,,1.0,,,3.0,,
39_18,,,3.0,,,3.0,,
39_19,,,1.0,,,1.0,,
40_0,,,1.0,,,1.0,,
40_1,,,3.0,,,1.0,,
40_2,,,1.0,,,1.0,,
40_3,,,3.0,,,1.0,,
40_4,,,3.0,,,1.0,,
40_5,,,3.0,,,1.0,,
40_6,,,3.0,,,1.0,,
40_7,,,3.0,,,1.0,,
40_8,,,3.0,,,1.0,,
40_9,,,3.0,,,1.0,,
40_10,,,3.0,,,1.0,,
40_11,,,3.0,,,3.0,,
40_12,,,3.0,,,3.0,,
40_13,,,3.0,,,3.0,,
40_14,,,3.0,,,1.0,,
40_15,,,1.0,,,1.0,,
40_16,,,3.0,,,3.0,,
40_17,,,3.0,,,3.0,,
40_18,,,3.0,,,3.0,,
40_19,,,1.0,,,1.0,,
40_20,,,1.0,,,1.0,,
41_0,,,1.0,,,1.0,,
41_1,,,3.0,,,3.0,,
41_2,,,1.0,,,1.0,,
41_3,,,1.0,,,1.0,,
41_4,,,3.0,,,3.0,,
41_5,,,3.0,,,3.0,,
41_6,,,3.0,,,3.0,,
41_7,,,3.0,,,1.0,,
41_8,,,3.0,,,3.0,,
41_9,,,1.0,,,1.0,,
41_10,,,3.0,,,3.0,,
41_11,,,3.0,,,1.0,,
41_12,,,3.0,,,3.0,,
41_13,,,3.0,,,3.0,,
41_14,,,3.0,,,3.0,,
41_15,,,3.0,,,3.0,,
41_16,,,3.0,,,1.0,,
41_17,,,3.0,,,1.0,,
41_18,,,3.0,,,3.0,,
41_19,,,3.0,,,1.0,,
42_0,,,,1.0,,1.0,,
42_1,,,,3.0,,3.0,,
42_2,,,,3.0,,3.0,,
42_3,,,,3.0,,3.0,,
42_4,,,,3.0,,3.0,,
42_5,,,,3.0,,3.0,,
42_6,,,,3.0,,3.0,,
42_7,,,,3.0,,3.0,,
42_8,,,,1.0,,3.0,,
42_9,,,,1.0,,3.0,,
42_10,,,,3.0,,3.0,,
42_11,,,,3.0,,3.0,,
42_12,,,,3.0,,3.0,,
42_13,,,,3.0,,3.0,,
42_14,,,,3.0,,3.0,,
42_15,,,,3.0,,3.0,,
42_16,,,,3.0,,3.0,,
42_17,,,,3.0,,3.0,,
42_18,,,,3.0,,3.0,,
42_19,,,,3.0,,3.0,,
43_0,,,,3.0,,3.0,,
43_1,,,,3.0,,3.0,,
43_2,,,,1.0,,3.0,,
43_3,,,,3.0,,3.0,,
43_4,,,,3.0,,3.0,,
43_5,,,,1.0,,1.0,,
43_6,,,,1.0,,1.0,,
43_7,,,,1.0,,1.0,,
43_8,,,,1.0,,3.0,,
43_9,,,,1.0,,1.0,,
43_10,,,,3.0,,3.0,,
43_11,,,,1.0,,1.0,,
43_12,,,,3.0,,3.0,,
43_13,,,,3.0,,3.0,,
43_14,,,,1.0,,1.0,,
43_15,,,,3.0,,3.0,,
43_16,,,,3.0,,3.0,,
43_17,,,,3.0,,3.0,,
43_18,,,,1.0,,1.0,,
43_19,,,,3.0,,3.0,,
44_0,,,,3.0,,3.0,,
44_1,,,,3.0,,3.0,,
44_2,,,,3.0,,3.0,,
